,index,type_,path,rms,power,mean_frequency
24,24,The noise of the machine,silence-removal/noises_without_silence/machine5.wav,7.4406875,9.61,146.484375
25,25,Alarm and siren,silence-removal/noises_without_silence/alarm1.wav,8.6231875,26.69,165.1685393258427
26,26,Alarm and siren,silence-removal/noises_without_silence/alarm2.wav,20.7015,13.57,102.7972027972028
27,27,Alarm and siren,silence-removal/noises_without_silence/alarm3.wav,30.57975,21.71,445.01953125
28,28,Alarm and siren,silence-removal/noises_without_silence/alarm4.wav,61.360375,19.99,172.94117647058826
29,29,Alarm and siren,silence-removal/noises_without_silence/alarm5.wav,31.3529375,12.24,253.4482758620689
30,30,the sound of water,silence-removal/noises_without_silence/water1.wav,8.1248125,33.09,321.8978102189781
31,31,the sound of water,silence-removal/noises_without_silence/water2.wav,6.819,25.34,184.51882845188285
32,32,the sound of water,silence-removal/noises_without_silence/water3.wav,72.232375,41.18,223.85786802030458
33,33,the sound of water,silence-removal/noises_without_silence/water4.wav,16.0925,29.77,179.2682926829268
34,34,the sound of water,silence-removal/noises_without_silence/water5.wav,36.4641875,25.94,215.33203125
35,35,Water dripping,silence-removal/noises_without_silence/cap1.wav,100.978375,38.92,184.79484395777925
36,36,Water dripping,silence-removal/noises_without_silence/cap2.wav,61.1510625,48.97,181.48148148148152
37,37,Water dripping,silence-removal/noises_without_silence/cap3.wav,30.5704375,21.1,235.8288770053476
38,38,Water dripping,silence-removal/noises_without_silence/cap4.wav,184.1330625,49.45,234.5744680851064
39,39,Water dripping,silence-removal/noises_without_silence/cap5.wav,64.8686875,31.17,350.0
40,40,The sound of water,silence-removal/noises_without_silence/sound_of_water1.wav,122.3433125,42.94,193.421052631579
41,41,The sound of water,silence-removal/noises_without_silence/sound_of_water2.wav,49.4044375,36.44,155.8303886925795
42,42,The sound of water,silence-removal/noises_without_silence/sound_of_water3.wav,60.0015,24.75,183.75
43,43,The sound of water,silence-removal/noises_without_silence/sound_of_water4.wav,76.5166875,43.33,227.319587628866
44,44,The sound of water,silence-removal/noises_without_silence/sound_of_water5.wav,9.5931875,36.89,288.23529411764713
45,45,The wind,silence-removal/noises_without_silence/wind1.wav,48.2993125,18.5,408.33333333333326
46,46,The wind,silence-removal/noises_without_silence/wind2.wav,63.130875,26.88,264.07185628742513
47,47,The wind,silence-removal/noises_without_silence/wind3.wav,92.824625,16.64,400.9090909090909
48,48,The wind,silence-removal/noises_without_silence/wind4.wav,31.645875,19.87,172.265625
49,49,The wind,silence-removal/noises_without_silence/wind5.wav,5.8763125,22.28,141.34615384615384
50,50,Bell,silence-removal/noises_without_silence/bell1.wav,30.99575,20.51,220.5
51,51,Bell,silence-removal/noises_without_silence/bell2.wav,59.7479375,24.18,361.4754098360656
52,52,Bell,silence-removal/noises_without_silence/bell3.wav,84.7948125,29.96,301.46484375
53,53,Bell,silence-removal/noises_without_silence/bell4.wav,10.471375,31.51,380.17241379310343
54,54,Bell,silence-removal/noises_without_silence/bell5.wav,78.940125,26.52,319.5652173913044
55,55,Cough,silence-removal/noises_without_silence/cough1.wav,2.0415,33.91,302.05479452054794
56,56,Cough,silence-removal/noises_without_silence/cough2.wav,2.503,21.88,376.8310546875
57,57,Cough,silence-removal/noises_without_silence/cough3.wav,17.1243125,25.58,334.09090909090907
58,58,Cough,silence-removal/noises_without_silence/cough4.wav,2.5079375,25.61,350.0
59,59,Cough,silence-removal/noises_without_silence/cough5.wav,2.7235625,24.62,233.33333333333331
60,60,Cotton,silence-removal/noises_without_silence/coton1.wav,33.1515,21.77,179.2682926829268
61,61,Cotton,silence-removal/noises_without_silence/coton2.wav,10.5416875,20.95,181.48148148148152
62,62,Cotton,silence-removal/noises_without_silence/coton3.wav,28.06075,27.5,169.61538461538458
63,63,Cotton,silence-removal/noises_without_silence/coton4.wav,27.7508125,29.41,161.4990234375
64,64,Cotton,silence-removal/noises_without_silence/coton5.wav,5.59125,22.86,227.319587628866
65,65,Snoring,silence-removal/noises_without_silence/snoring1.wav,69.2785,28.56,170.9197998046875
66,66,Snoring,silence-removal/noises_without_silence/snoring2.wav,289.7710625,25.0,412.14953271028037
67,67,Snoring,silence-removal/noises_without_silence/snoring3.wav,143.396875,22.36,198.64864864864865
68,68,Snoring,silence-removal/noises_without_silence/snoring4.wav,26.4843125,21.67,256.3953488372093
69,69,Snoring,silence-removal/noises_without_silence/snoring5.wav,61.069375,26.84,203.070068359375
70,70,Pressing the button,silence-removal/noises_without_silence/button1.wav,0.5500625,30.16,122.13740458015268
71,71,Pressing the button,silence-removal/noises_without_silence/button2.wav,11.6440625,37.22,155.8303886925795
72,72,Pressing the button,silence-removal/noises_without_silence/button4.wav,0.50125,21.89,156.11572265625
73,73,Pressing the button,silence-removal/noises_without_silence/button5.wav,2.398125,36.87,99.77375565610859
74,74,Female laughter,silence-removal/noises_without_silence/female_laugh1.wav,18.747875,26.24,341.86046511627904
75,75,Female laughter,silence-removal/noises_without_silence/female_laugh2.wav,8.5638125,28.3,339.23076923076917
76,76,Female laughter,silence-removal/noises_without_silence/female_laugh3.wav,92.869625,23.65,436.6336633663366
77,77,Female laughter,silence-removal/noises_without_silence/female_laugh4.wav,22.022,25.43,366.064453125
78,78,Female laughter,silence-removal/noises_without_silence/female_laugh5.wav,53.9906875,26.24,324.3243243243243
79,79,man laughter,silence-removal/noises_without_silence/man_laugh1.wav,3.307875,20.38,352.8
80,80,man laughter,silence-removal/noises_without_silence/man_laugh2.wav,2.5510625,27.65,376.92307692307685
81,81,man laughter,silence-removal/noises_without_silence/man_laugh3.wav,19.74575,26.63,304.1379310344828
82,82,man laughter,silence-removal/noises_without_silence/man_laugh4.wav,24.89325,25.94,409.130859375
83,83,man laughter,silence-removal/noises_without_silence/man_laugh5.wav,7.5624375,26.59,390.26548672566366
84,84,Children's laughter,silence-removal/noises_without_silence/children_laugh1.wav,7.248125,13.5,408.33333333333326
85,85,Children's laughter,silence-removal/noises_without_silence/children_laugh2.wav,40.74875,11.16,448.59813084112153
86,86,Children's laughter,silence-removal/noises_without_silence/children_laugh3.wav,18.7840625,26.5,420.0
87,87,Children's laughter,silence-removal/noises_without_silence/children_laugh4.wav,35.0130625,22.37,432.35294117647067
88,88,Children's laughter,silence-removal/noises_without_silence/children_laugh5.wav,12.7458125,23.93,404.5871559633028
89,89,Yawn,silence-removal/noises_without_silence/yawn1.wav,12.83125,28.1,419.8974609375
90,90,Yawn,silence-removal/noises_without_silence/yawn2.wav,27.281625,24.37,416.0377358490566
91,91,Yawn,silence-removal/noises_without_silence/yawn3.wav,9.524625,28.14,286.3636363636364
92,92,Yawn,silence-removal/noises_without_silence/yawn4.wav,6.32425,25.94,284.51612903225805
93,93,Yawn,silence-removal/noises_without_silence/yawn5.wav,12.75675,25.78,334.09090909090907
94,94,Cry,silence-removal/noises_without_silence/cry1.wav,16.9385625,19.63,416.0377358490566
95,95,Cry,silence-removal/noises_without_silence/cry2.wav,126.2555,33.52,446.81396484375
96,96,Cry,silence-removal/noises_without_silence/cry3.wav,27.3238125,20.91,446.81396484375
97,97,Cry,silence-removal/noises_without_silence/cry4.wav,31.101625,26.02,445.45454545454544
98,98,Cry,silence-removal/noises_without_silence/cry5.wav,25.57925,20.63,445.45454545454544
99,99,Women's cry,silence-removal/noises_without_silence/woman_cry1.wav,8.13275,23.3,430.6640625
100,100,Women's cry,silence-removal/noises_without_silence/woman_cry2.wav,63.988125,24.09,445.45454545454544
101,101,Women's cry,silence-removal/noises_without_silence/woman_cry3.wav,10.3666875,20.39,432.35294117647067
102,102,Women's cry,silence-removal/noises_without_silence/woman_cry4.wav,22.7071875,23.92,448.59813084112153
103,103,Women's cry,silence-removal/noises_without_silence/woman_cry5.wav,20.4620625,31.83,441.4306640625
104,104,man cry,silence-removal/noises_without_silence/man_cry1.wav,26.875,24.58,358.5365853658536
105,105,man cry,silence-removal/noises_without_silence/man_cry2.wav,16.1181875,17.49,445.45454545454544
106,106,man cry,silence-removal/noises_without_silence/man_cry3.wav,19.022000000000002,37.78,400.9090909090909
107,107,man cry,silence-removal/noises_without_silence/man_cry4.wav,43.383,33.06,358.88671875
108,108,man cry,silence-removal/noises_without_silence/man_cry5.wav,3.1769375,17.51,355.64516129032256
109,109,Shower Cabin,silence-removal/noises_without_silence/Shower_Cabin1.wav,39.064125,39.46,341.86046511627904
110,110,Shower Cabin,silence-removal/noises_without_silence/Shower_Cabin2.wav,119.932125,28.98,363.6363636363636
111,111,Shower Cabin,silence-removal/noises_without_silence/Shower_Cabin3.wav,9.2488125,21.41,242.24853515625
112,112,Shower Cabin,silence-removal/noises_without_silence/Shower_Cabin4.wav,28.9025625,29.56,237.09677419354838
113,113,Shower Cabin,silence-removal/noises_without_silence/Shower_Cabin5.wav,2.5043125,33.31,118.4326171875
114,114,Brushing your teeth,silence-removal/noises_without_silence/Brushing_your_teeth1.wav,26.774625,34.63,150.51194539249147
115,115,Brushing your teeth,silence-removal/noises_without_silence/Brushing_your_teeth2.wav,13.6184375,28.24,148.14814814814815
116,116,Brushing your teeth,silence-removal/noises_without_silence/Brushing_your_teeth3.wav,16.078625,40.05,198.64864864864865
117,117,Brushing your teeth,silence-removal/noises_without_silence/Brushing_your_teeth4.wav,82.37799999999999,19.67,186.07594936708858
118,118,Brushing your teeth,silence-removal/noises_without_silence/Brushing_your_teeth5.wav,27.630875,35.48,155.28169014084506
119,119,Steps,silence-removal/noises_without_silence/step1.wav,6.2700625,43.55,161.4990234375
120,120,Steps,silence-removal/noises_without_silence/step2.wav,4.15425,31.96,165.78947368421052
121,121,Steps,silence-removal/noises_without_silence/step3.wav,38.5356875,37.67,134.58251953125
122,122,Steps,silence-removal/noises_without_silence/step4.wav,21.1519375,32.83,184.51882845188285
123,123,Steps,silence-removal/noises_without_silence/step5.wav,98.90625,23.4,189.2703862660944
124,124,Opening the door,silence-removal/noises_without_silence/open_door1.wav,2.7355,17.3,187.5
125,125,Opening the door,silence-removal/noises_without_silence/open_door2.wav,3.8294375,27.06,205.02835648148147
126,126,Opening the door,silence-removal/noises_without_silence/open_door3.wav,2.9834375,27.45,156.11572265625
127,127,Opening the door,silence-removal/noises_without_silence/open_door4.wav,3.085625,35.68,145.34912109375
128,128,Opening the door,silence-removal/noises_without_silence/open_door5.wav,4.943625,29.28,408.33333333333326
129,129,Closing the door,silence-removal/noises_without_silence/close_door1.wav,4.857,32.35,200.83682008368197
130,130,Closing the door,silence-removal/noises_without_silence/close_door2.wav,5.356625,16.36,446.81396484375
131,131,Closing the door,silence-removal/noises_without_silence/close_door3.wav,8.74175,33.93,139.9658203125
132,132,Closing the door,silence-removal/noises_without_silence/close_door4.wav,3.3819375,17.69,194.331983805668
133,133,Closing the door,silence-removal/noises_without_silence/close_door5.wav,26.211625,30.95,247.6318359375
134,134,Dialing a phone number,silence-removal/noises_without_silence/phone1.wav,12.3499375,34.52,308.3916083916084
135,135,Dialing a phone number,silence-removal/noises_without_silence/phone2.wav,8.6921875,26.96,249.15254237288138
136,136,Dialing a phone number,silence-removal/noises_without_silence/phone3.wav,4.7595,19.87,158.63309352517985
137,137,Dialing a phone number,silence-removal/noises_without_silence/phone4.wav,10.1360625,20.03,212.0192307692308
138,138,Dialing a phone number,silence-removal/noises_without_silence/phone5.wav,11.21225,35.97,226.15384615384616
139,139,Noise on the bus,silence-removal/noises_without_silence/bus1.wav,31.2888125,21.66,297.97297297297297
140,140,Noise on the bus,silence-removal/noises_without_silence/bus2.wav,18.7663125,19.13,310.5633802816901
141,141,Noise on the bus,silence-removal/noises_without_silence/bus3.wav,92.337625,19.11,174.3083003952569
142,142,Noise on the bus,silence-removal/noises_without_silence/bus4.wav,122.484,24.38,202.2935779816514
143,143,Noise on the bus,silence-removal/noises_without_silence/bus5.wav,29.89675,15.11,183.75
144,144,In the cafe,silence-removal/noises_without_silence/cafe1.wav,196.4323125,31.92,265.6626506024097
145,145,In the cafe,silence-removal/noises_without_silence/cafe2.wav,368.8961875,21.39,397.2972972972973
146,146,In the cafe,silence-removal/noises_without_silence/cafe3.wav,63.591625,31.43,308.3916083916084
147,147,In the cafe,silence-removal/noises_without_silence/cafe4.wav,174.7176875,29.47,288.23529411764713
148,148,In the cafe,silence-removal/noises_without_silence/cafe5.wav,132.186125,30.95,233.0097087378641
149,149,In the restaurant,silence-removal/noises_without_silence/restoran1.wav,179.9243125,19.5,245.0
150,150,In the restaurant,silence-removal/noises_without_silence/restoran2.wav,114.6141875,32.12,339.23076923076917
151,151,In the restaurant,silence-removal/noises_without_silence/restoran3.wav,123.9416875,29.36,344.53125
152,152,In the restaurant,silence-removal/noises_without_silence/restoran4.wav,299.960125,32.32,267.27272727272725
153,153,In the restaurant,silence-removal/noises_without_silence/restoran5.wav,47.38325,30.37,182.98755186721993
154,154,City center,silence-removal/noises_without_silence/centre1.wav,68.0391875,21.53,267.27272727272725
155,155,City center,silence-removal/noises_without_silence/centre2.wav,197.265875,29.71,206.07476635514016
156,156,City center,silence-removal/noises_without_silence/centre3.wav,89.7013125,21.89,334.09090909090907
157,157,City center,silence-removal/noises_without_silence/centre4.wav,31.3231875,36.43,174.3083003952569
158,158,City center,silence-removal/noises_without_silence/centre5.wav,46.6208125,18.24,190.08620689655172
159,159,Forest,silence-removal/noises_without_silence/forest1.wav,75.972375,21.08,197.75784753363232
160,160,Forest,silence-removal/noises_without_silence/forest2.wav,170.2983125,32.11,220.71533203125
161,161,Forest,silence-removal/noises_without_silence/forest3.wav,27.5825,19.11,331.57894736842104
162,162,Forest,silence-removal/noises_without_silence/forest4.wav,64.40175,25.14,202.2935779816514
163,163,Forest,silence-removal/noises_without_silence/forest5.wav,358.402375,39.66,424.0384615384616
164,164,Grocery store,silence-removal/noises_without_silence/product_shop1.wav,66.794875,25.39,300.0
165,165,Grocery store,silence-removal/noises_without_silence/product_shop2.wav,119.800125,36.42,199.54751131221718
166,166,Grocery store,silence-removal/noises_without_silence/product_shop3.wav,145.28625,30.05,334.09090909090907
167,167,Grocery store,silence-removal/noises_without_silence/product_shop4.wav,45.9298125,32.74,188.41552734375
168,168,Grocery store,silence-removal/noises_without_silence/product_shop5.wav,121.8496875,32.53,196.0
169,169,Fan,silence-removal/noises_without_silence/fen1.wav,60.016625,30.35,262.5
170,170,Fan,silence-removal/noises_without_silence/fen2.wav,102.460125,22.42,274.54833984375
171,171,Fan,silence-removal/noises_without_silence/fen3.wav,36.8438125,21.57,185.29411764705884
172,172,Fan,silence-removal/noises_without_silence/fen4.wav,40.1690625,30.93,306.25
173,173,Fan,silence-removal/noises_without_silence/fen5.wav,10.176125,25.98,196.875
174,174,Copy machine,silence-removal/noises_without_silence/xerox2.wav,48.1149375,24.09,358.5365853658536
175,175,Copy machine,silence-removal/noises_without_silence/xerox3.wav,40.1355,22.12,294.0
176,176,Copy machine,silence-removal/noises_without_silence/xerox4.wav,23.8935,38.04,205.11627906976744
177,177,Copy machine,silence-removal/noises_without_silence/xerox5.wav,9.62425,24.67,352.8
178,178,Tide of the wave,silence-removal/noises_without_silence/wave_beach1.wav,34.1705625,26.97,306.25
179,179,Tide of the wave,silence-removal/noises_without_silence/wave_beach2.wav,149.7936875,30.03,294.47852760736197
180,180,Tide of the wave,silence-removal/noises_without_silence/wave_beach3.wav,25.9406875,22.03,220.71533203125
181,181,Tide of the wave,silence-removal/noises_without_silence/wave_beach4.wav,136.40425,32.47,308.3916083916084
182,182,Tide of the wave,silence-removal/noises_without_silence/wave_beach5.wav,121.9266875,30.67,172.265625
183,183,Metro station,silence-removal/noises_without_silence/metro1.wav,91.43125,5.66,286.3636363636364
184,184,Metro station,silence-removal/noises_without_silence/metro2.wav,73.521375,28.95,196.0
185,185,Metro station,silence-removal/noises_without_silence/metro3.wav,19.0775625,29.35,158.06451612903226
186,186,Metro station,silence-removal/noises_without_silence/metro4.wav,190.8256875,13.13,342.85714285714283
187,187,Metro station,silence-removal/noises_without_silence/metro5.wav,67.599875,28.25,317.2661870503597
188,188,office,silence-removal/noises_without_silence/ofis1.wav,92.79725,33.29,339.23076923076917
189,189,office,silence-removal/noises_without_silence/ofis2.wav,31.94675,27.16,270.55214723926383
190,190,office,silence-removal/noises_without_silence/ofis3.wav,90.2140625,26.27,242.3076923076923
191,191,office,silence-removal/noises_without_silence/ofis4.wav,62.26025,27.99,219.40298507462688
192,192,office,silence-removal/noises_without_silence/ofis5.wav,91.3215625,26.52,289.07996336239034
193,193,Department store ticket office,silence-removal/noises_without_silence/kassa1.wav,9.0183125,34.23,161.4990234375
194,194,Department store ticket office,silence-removal/noises_without_silence/kassa2.wav,11.63375,31.86,177.64892578125
195,195,Department store ticket office,silence-removal/noises_without_silence/kassa3.wav,5.2925,31.26,177.64892578125
196,196,Department store ticket office,silence-removal/noises_without_silence/kassa4.wav,36.094,30.66,153.125
197,197,Department store ticket office,silence-removal/noises_without_silence/kassa5.wav,6.5703125,33.5,170.93023255813952
198,198,Train,silence-removal/noises_without_silence/train1.wav,11.9060625,30.24,341.86046511627904
199,199,Train,silence-removal/noises_without_silence/train2.wav,52.1061875,21.11,167.680608365019
200,200,Train,silence-removal/noises_without_silence/train3.wav,45.5994375,25.27,193.798828125
201,201,Train,silence-removal/noises_without_silence/train4.wav,61.885375,18.98,270.55214723926383
202,202,Train,silence-removal/noises_without_silence/train5.wav,109.977125,28.75,209.94873046875
203,203,Tram,silence-removal/noises_without_silence/tram1.wav,22.7475625,25.3,199.18212890625
204,204,Tram,silence-removal/noises_without_silence/tram2.wav,133.9448125,30.11,329.1044776119403
205,205,Tram,silence-removal/noises_without_silence/tram3.wav,25.5749375,33.78,196.875
206,206,Tram,silence-removal/noises_without_silence/tram4.wav,11.581,22.77,211.00478468899516
207,207,Tram,silence-removal/noises_without_silence/tram5.wav,31.0245625,23.18,218.3168316831683
208,208,Park,silence-removal/noises_without_silence/park1.wav,70.919375,21.53,321.8978102189781
209,209,Park,silence-removal/noises_without_silence/park2.wav,44.009125,26.64,295.9731543624161
210,210,Park,silence-removal/noises_without_silence/park3.wav,57.600125,27.22,235.8288770053476
211,211,Park,silence-removal/noises_without_silence/park4.wav,61.8795625,26.16,220.5
212,212,Park,silence-removal/noises_without_silence/park5.wav,118.6274375,24.76,232.10526315789474
213,213,Stadium,silence-removal/noises_without_silence/staion1.wav,7.6288125,23.25,347.24409448818903
214,214,Stadium,silence-removal/noises_without_silence/staion2.wav,108.536375,21.89,441.0
215,215,Stadium,silence-removal/noises_without_silence/staion3.wav,23.28625,25.9,162.13235294117646
216,216,Stadium,silence-removal/noises_without_silence/staion4.wav,100.9360625,31.09,292.0529801324504
217,217,Stadium,silence-removal/noises_without_silence/staion5.wav,34.1856875,23.91,256.3953488372093
218,218,Football match,silence-removal/noises_without_silence/football1.wav,301.719375,29.93,367.5
219,219,Football match,silence-removal/noises_without_silence/football2.wav,71.03725,25.7,262.5
220,220,Football match,silence-removal/noises_without_silence/football3.wav,35.44825,23.97,163.94052044609666
221,221,Football match,silence-removal/noises_without_silence/football4.wav,62.331875,22.62,171.5953307392996
222,222,Football match,silence-removal/noises_without_silence/football5.wav,203.3894375,19.33,222.72727272727272
223,223,hospital,silence-removal/noises_without_silence/hospital1.wav,54.9335,28.16,260.94674556213016
224,224,hospital,silence-removal/noises_without_silence/hospital2.wav,169.9503125,37.95,338.0281690140845
225,225,hospital,silence-removal/noises_without_silence/hospital3.wav,145.1213125,29.94,376.92307692307685
226,226,hospital,silence-removal/noises_without_silence/hospital4.wav,33.5778125,33.29,161.53846153846158
227,227,hospital,silence-removal/noises_without_silence/hospital5.wav,76.2931875,20.99,172.265625
228,228,Rustle of leaves,silence-removal/noises_without_silence/Rustle_of_leaves1.wav,24.436625,34.58,169.61538461538458
229,229,Rustle of leaves,silence-removal/noises_without_silence/Rustle_of_leaves2.wav,89.956375,31.8,347.24409448818903
230,230,Rustle of leaves,silence-removal/noises_without_silence/Rustle_of_leaves3.wav,3.512125,42.9,147.49163879598663
231,231,Rustle of leaves,silence-removal/noises_without_silence/Rustle_of_leaves4.wav,147.3593125,33.65,174.3083003952569
232,232,Rustle of leaves,silence-removal/noises_without_silence/Rustle_of_leaves5.wav,65.5456875,44.4,212.0192307692308
233,233,Thunder,silence-removal/noises_without_silence/thunder1.wav,72.119875,15.11,216.17647058823533
234,234,Thunder,silence-removal/noises_without_silence/thunder2.wav,62.3576875,33.02,230.8900523560209
235,235,Thunder,silence-removal/noises_without_silence/thunder3.wav,213.53325,36.99,193.798828125
236,236,Thunder,silence-removal/noises_without_silence/thunder4.wav,11.520375,23.51,158.203125
237,237,Thunder,silence-removal/noises_without_silence/thunder5.wav,37.935625,15.77,206.07476635514016
238,238,Rain,silence-removal/noises_without_silence/rain1.wav,87.361125,24.34,167.04545454545453
239,239,Rain,silence-removal/noises_without_silence/rain2.wav,83.084,24.43,137.93103448275863
240,240,Rain,silence-removal/noises_without_silence/rain3.wav,58.6753125,28.84,179.2682926829268
241,241,Rain,silence-removal/noises_without_silence/rain4.wav,112.1309375,42.91,238.37837837837841
242,242,Rain,silence-removal/noises_without_silence/rain5.wav,23.0295625,39.12,154.73684210526315
243,243,washing machine,silence-removal/noises_without_silence/washing_machine1.wav,61.497625,23.14,143.64820846905536
244,244,washing machine,silence-removal/noises_without_silence/washing_machine2.wav,32.5054375,19.43,231.48193359375
245,245,washing machine,silence-removal/noises_without_silence/washing_machine3.wav,79.491125,24.99,199.54751131221718
246,246,washing machine,silence-removal/noises_without_silence/washing_machine4.wav,62.8406875,28.18,182.98755186721993
247,247,washing machine,silence-removal/noises_without_silence/washing_machine5.wav,46.772,25.03,182.78451014046718
248,248,coffee,silence-removal/noises_without_silence/coffee1.wav,31.4461875,26.6,205.11627906976744
249,249,coffee,silence-removal/noises_without_silence/coffee2.wav,5.30025,20.17,147.49163879598663
250,250,coffee,silence-removal/noises_without_silence/coffee3.wav,93.3181875,29.47,233.33333333333331
251,251,coffee,silence-removal/noises_without_silence/coffee4.wav,65.831,40.17,262.5
252,252,coffee,silence-removal/noises_without_silence/coffee5.wav,6.1475625,15.45,215.12195121951217
253,253,Siren,silence-removal/noises_without_silence/siren1.wav,99.8435,25.52,380.17241379310343
254,254,Siren,silence-removal/noises_without_silence/siren2.wav,60.9325625,22.81,445.45454545454544
255,255,Siren,silence-removal/noises_without_silence/siren3.wav,154.1375625,23.1,445.45454545454544
256,256,Siren,silence-removal/noises_without_silence/siren4.wav,30.988000000000003,25.95,195.3125
257,257,Siren,silence-removal/noises_without_silence/siren5.wav,18.911375,16.53,441.0
258,258,kofemolka,silence-removal/noises_without_silence/kofemolka1.wav,33.6835,30.0,180.0
259,259,kofemolka,silence-removal/noises_without_silence/kofemolka2.wav,18.2615,37.87,172.265625
260,260,kofemolka,silence-removal/noises_without_silence/kofemolka3.wav,24.904625,22.78,168.3206106870229
261,261,kofemolka,silence-removal/noises_without_silence/kofemolka4.wav,18.253625,30.52,183.90804597701145
262,262,kofemolka,silence-removal/noises_without_silence/kofemolka5.wav,187.5265625,29.61,219.40298507462688
263,263,creak,silence-removal/noises_without_silence/skrip1.wav,11.6625625,37.5,181.48148148148152
264,264,creak,silence-removal/noises_without_silence/skrip2.wav,49.3911875,33.15,432.35294117647067
265,265,creak,silence-removal/noises_without_silence/skrip3.wav,5.6009375,44.08,231.48193359375
266,266,creak,silence-removal/noises_without_silence/skrip4.wav,1.2691875,19.44,182.98755186721993
267,267,creak,silence-removal/noises_without_silence/skrip5.wav,3.04325,31.25,126.0
268,268,shake off your clothes,silence-removal/noises_without_silence/shake_off_your_clothes1.wav,38.702,37.49,223.2558139534884
269,269,shake off your clothes,silence-removal/noises_without_silence/shake_off_your_clothes2.wav,25.4671875,32.51,176.4
270,270,shake off your clothes,silence-removal/noises_without_silence/shake_off_your_clothes3.wav,1.879875,40.8,135.27607361963192
271,271,shake off your clothes,silence-removal/noises_without_silence/shake_off_your_clothes4.wav,100.266875,26.99,242.3076923076923
272,272,shake off your clothes,silence-removal/noises_without_silence/shake_off_your_clothes5.wav,6.288375,43.38,178.54251012145747
273,273,Man voice,silence-removal/noises_without_silence/man_talk1.wav,50.0310625,24.5,253.4482758620689
274,274,Man voice,silence-removal/noises_without_silence/man_talk2.wav,44.4898125,26.79,252.0
275,275,Man voice,silence-removal/noises_without_silence/man_talk3.wav,8.7073125,27.99,367.5
276,276,Man voice,silence-removal/noises_without_silence/man_talk4.wav,10.7595,24.18,341.86046511627904
277,277,Man voice,silence-removal/noises_without_silence/man_talk5.wav,10.0321875,26.58,373.72881355932196
278,278,Children's voice,silence-removal/noises_without_silence/children_talk1.wav,79.0463125,36.73,341.86046511627904
279,279,Children's voice,silence-removal/noises_without_silence/children_talk2.wav,123.91675,37.54,355.64516129032256
280,280,Children's voice,silence-removal/noises_without_silence/children_talk3.wav,5.4431875,23.03,370.5882352941177
281,281,Children's voice,silence-removal/noises_without_silence/children_talk4.wav,3.4775,20.89,341.86046511627904
282,282,Children's voice,silence-removal/noises_without_silence/children_talk5.wav,22.796375,20.77,315.0
283,283,Female voice,silence-removal/noises_without_silence/woman_talk1.wav,33.605375,25.63,386.84210526315786
284,284,Female voice,silence-removal/noises_without_silence/woman_talk2.wav,57.1296875,28.36,350.0
285,285,Female voice,silence-removal/noises_without_silence/woman_talk3.wav,75.301375,29.55,404.5871559633028
