,path,class_,duration,power_db,genre,exist,clean,main_frequency
85,clean_noises_1_02/13e78e491a431male.wav,buriy_audiobooks,2.0,17.32,male,clean_noises_1_02_1,13e78e491a431male.wav,181.8181818181818
86,clean_noises_1_02/143f3e603c5e1male.wav,buriy_audiobooks,2.0,22.17,male,clean_noises_1_02_1,143f3e603c5e1male.wav,142.85714285714286
87,clean_noises_1_02/14597ee859211male.wav,buriy_audiobooks,2.0,21.45,male,clean_noises_1_02_1,14597ee859211male.wav,160.0
88,clean_noises_1_02/1492337ef1cb1female.wav,buriy_audiobooks,2.0,25.08,male,clean_noises_1_02_1,1492337ef1cb1female.wav,186.04651162790694
89,clean_noises_1_02/14c45ea0b2321male.wav,buriy_audiobooks,2.0,18.72,male,clean_noises_1_02_1,14c45ea0b2321male.wav,161.6161616161616
90,clean_noises_1_02/14c5e41a13791female.wav,buriy_audiobooks,2.0,27.36,female,clean_noises_1_02_1,14c5e41a13791female.wav,219.17808219178082
91,clean_noises_1_02/14fbb05a1c891male.wav,buriy_audiobooks,2.0,13.97,male,clean_noises_1_02_1,14fbb05a1c891male.wav,188.2352941176471
92,clean_noises_1_02/1544b79cf3ff1male.wav,buriy_audiobooks,2.0,21.34,male,clean_noises_1_02_1,1544b79cf3ff1male.wav,258.06451612903226
93,clean_noises_1_02/154715deff6f1male.wav,buriy_audiobooks,2.0,13.13,male,clean_noises_1_02_1,154715deff6f1male.wav,166.66666666666666
94,clean_noises_1_02/15615c51f1021male.wav,buriy_audiobooks,2.0,23.98,male,clean_noises_1_02_1,15615c51f1021male.wav,175.8241758241758
95,clean_noises_1_02/15dddace84cf1female.wav,buriy_audiobooks,2.0,15.84,female,clean_noises_1_02_1,15dddace84cf1female.wav,250.0
96,clean_noises_1_02/164f03d9327a1male.wav,buriy_audiobooks,2.0,24.87,male,clean_noises_1_02_1,164f03d9327a1male.wav,200.0
97,clean_noises_1_02/165e2e777ff91male.wav,buriy_audiobooks,2.0,19.99,male,clean_noises_1_02_1,165e2e777ff91male.wav,271.484375
98,clean_noises_1_02/1693fd1c25ca1female.wav,buriy_audiobooks,2.0,20.24,female,clean_noises_1_02_1,1693fd1c25ca1female.wav,262.2950819672131
99,clean_noises_1_02/16abc1514dcd1male.wav,buriy_audiobooks,2.0,18.7,male,clean_noises_1_02_1,16abc1514dcd1male.wav,258.06451612903226
100,clean_noises_1_02/16c0a0212dd41female.wav,buriy_audiobooks,2.0,13.29,female,clean_noises_1_02_1,16c0a0212dd41female.wav,219.17808219178082
101,clean_noises_1_02/17312d86dbb21female.wav,buriy_audiobooks,2.0,16.26,female,clean_noises_1_02_1,17312d86dbb21female.wav,307.6923076923077
102,clean_noises_1_02/1796008508831male.wav,buriy_audiobooks,2.0,17.39,male,clean_noises_1_02_1,1796008508831male.wav,156.86274509803926
103,clean_noises_1_02/17a68488cea41female.wav,buriy_audiobooks,2.0,21.29,female,clean_noises_1_02_1,17a68488cea41female.wav,262.2950819672131
104,clean_noises_1_02/17b0dfe322301female.wav,buriy_audiobooks,2.0,15.89,female,clean_noises_1_02_1,17b0dfe322301female.wav,207.7922077922078
105,clean_noises_1_02/189cca815d7b1female.wav,buriy_audiobooks,2.0,20.69,male,clean_noises_1_02_1,189cca815d7b1female.wav,207.7922077922078
106,clean_noises_1_02/18aba437b9fa1female.wav,buriy_audiobooks,2.0,11.55,female,clean_noises_1_02_1,18aba437b9fa1female.wav,301.8867924528302
107,clean_noises_1_02/18b4c2c251081male.wav,buriy_audiobooks,2.0,16.5,male,clean_noises_1_02_1,18b4c2c251081male.wav,242.42424242424244
108,clean_noises_1_02/1911caafa30e1female.wav,buriy_audiobooks,2.0,17.7,female,clean_noises_1_02_1,1911caafa30e1female.wav,333.3333333333333
109,clean_noises_1_02/191ef20ca3b11female.wav,buriy_audiobooks,2.0,13.62,female,clean_noises_1_02_1,191ef20ca3b11female.wav,231.88405797101453
110,clean_noises_1_02/192f44f0b15a1female.wav,buriy_audiobooks,2.0,13.13,female,clean_noises_1_02_1,192f44f0b15a1female.wav,258.06451612903226
111,clean_noises_1_02/197ff2f843971male.wav,buriy_audiobooks,2.0,19.73,male,clean_noises_1_02_1,197ff2f843971male.wav,150.390625
112,clean_noises_1_02/198ae6ad80741female.wav,buriy_audiobooks,2.0,20.42,male,clean_noises_1_02_1,198ae6ad80741female.wav,183.90804597701145
113,clean_noises_1_02/19a07992b9fa1male.wav,buriy_audiobooks,2.0,15.99,male,clean_noises_1_02_1,19a07992b9fa1male.wav,156.86274509803926
114,clean_noises_1_02/1a1061c5c8dc1male.wav,buriy_audiobooks,2.0,18.31,male,clean_noises_1_02_1,1a1061c5c8dc1male.wav,170.2127659574468
115,clean_noises_1_02/1a32b6d9297e1female.wav,buriy_audiobooks,2.0,20.12,female,clean_noises_1_02_1,1a32b6d9297e1female.wav,175.8241758241758
116,clean_noises_1_02/1a431442575e1male.wav,buriy_audiobooks,2.0,15.79,male,clean_noises_1_02_1,1a431442575e1male.wav,183.90804597701145
117,clean_noises_1_02/1a44a2a8372a1female.wav,buriy_audiobooks,2.0,23.98,female,clean_noises_1_02_1,1a44a2a8372a1female.wav,172.04301075268813
118,clean_noises_1_02/1a53d572dc091male.wav,buriy_audiobooks,2.0,18.94,male,clean_noises_1_02_1,1a53d572dc091male.wav,177.734375
119,clean_noises_1_02/1a5d535692ef1male.wav,buriy_audiobooks,2.0,15.47,male,clean_noises_1_02_1,1a5d535692ef1male.wav,168.42105263157896
120,clean_noises_1_02/1a850cc51a801female.wav,buriy_audiobooks,2.0,19.11,female,clean_noises_1_02_1,1a850cc51a801female.wav,258.06451612903226
121,clean_noises_1_02/1adda615fae11female.wav,buriy_audiobooks,2.0,14.92,female,clean_noises_1_02_1,1adda615fae11female.wav,238.80597014925374
122,clean_noises_1_02/1b13dda183da1female.wav,buriy_audiobooks,2.0,17.43,female,clean_noises_1_02_1,1b13dda183da1female.wav,285.7142857142857
123,clean_noises_1_02/1b5b2c65b0d51female.wav,buriy_audiobooks,2.0,15.32,female,clean_noises_1_02_1,1b5b2c65b0d51female.wav,183.90804597701145
124,clean_noises_1_02/1c8fa7e5b3291male.wav,buriy_audiobooks,2.0,18.23,male,clean_noises_1_02_1,1c8fa7e5b3291male.wav,219.17808219178082
125,clean_noises_1_02/1d15fd90b7121female.wav,buriy_audiobooks,2.0,14.33,female,clean_noises_1_02_1,1d15fd90b7121female.wav,285.7142857142857
126,clean_noises_1_02/1d1e9bd2f8221male.wav,buriy_audiobooks,2.0,20.47,male,clean_noises_1_02_1,1d1e9bd2f8221male.wav,175.78125
127,clean_noises_1_02/1d4098e1c5f41female.wav,buriy_audiobooks,2.0,19.86,female,clean_noises_1_02_1,1d4098e1c5f41female.wav,340.4255319148936
128,clean_noises_1_02/1d7720637e5e1female.wav,buriy_audiobooks,2.0,21.05,female,clean_noises_1_02_1,1d7720637e5e1female.wav,172.04301075268813
129,clean_noises_1_02/1e15965d1b701male.wav,buriy_audiobooks,2.0,15.85,male,clean_noises_1_02_1,1e15965d1b701male.wav,225.35211267605638
130,clean_noises_1_02/1e2ab37e978f1male.wav,buriy_audiobooks,2.0,13.77,male,clean_noises_1_02_1,1e2ab37e978f1male.wav,200.0
131,clean_noises_1_02/1ed3b1d7088e1male.wav,buriy_audiobooks,2.0,25.48,male,clean_noises_1_02_1,1ed3b1d7088e1male.wav,161.6161616161616
132,clean_noises_1_02/1ef07e398fb51female.wav,buriy_audiobooks,2.0,16.61,female,clean_noises_1_02_1,1ef07e398fb51female.wav,160.0
133,clean_noises_1_02/1f43e6b7f3c71male.wav,buriy_audiobooks,2.0,17.89,male,clean_noises_1_02_1,1f43e6b7f3c71male.wav,146.7889908256881
134,clean_noises_1_02/1f684e87bb501female.wav,buriy_audiobooks,2.0,11.34,female,clean_noises_1_02_1,1f684e87bb501female.wav,333.3333333333333
135,clean_noises_1_02/1f722929bc881male.wav,buriy_audiobooks,2.0,20.17,male,clean_noises_1_02_1,1f722929bc881male.wav,183.90804597701145
136,clean_noises_1_02/1f81629272291male.wav,buriy_audiobooks,2.0,23.05,male,clean_noises_1_02_1,1f81629272291male.wav,156.86274509803926
137,clean_noises_1_02/1f98c1c909e61female.wav,buriy_audiobooks,2.0,22.92,female,clean_noises_1_02_1,1f98c1c909e61female.wav,219.17808219178082
138,clean_noises_1_02/1fab89ff44e81male.wav,buriy_audiobooks,2.0,21.08,male,clean_noises_1_02_1,1fab89ff44e81male.wav,200.0
139,clean_noises_1_02/20536b8c7f011female.wav,buriy_audiobooks,2.0,16.8,female,clean_noises_1_02_1,20536b8c7f011female.wav,170.2127659574468
140,clean_noises_1_02/20704464e5fc1female.wav,buriy_audiobooks,2.0,15.57,female,clean_noises_1_02_1,20704464e5fc1female.wav,246.15384615384616
141,clean_noises_1_02/2082b7cadfa81male.wav,buriy_audiobooks,2.0,20.35,male,clean_noises_1_02_1,2082b7cadfa81male.wav,168.42105263157896
142,clean_noises_1_02/20a6b96ce8a91female.wav,buriy_audiobooks,2.0,19.46,female,clean_noises_1_02_1,20a6b96ce8a91female.wav,225.35211267605638
143,clean_noises_1_02/20b11e717d9e1male.wav,buriy_audiobooks,2.0,26.52,male,clean_noises_1_02_1,20b11e717d9e1male.wav,199.21875
144,clean_noises_1_02/20e43784bd6f1female.wav,buriy_audiobooks,2.0,18.49,female,clean_noises_1_02_1,20e43784bd6f1female.wav,195.12195121951217
145,clean_noises_1_02/20fe4fa745e91male.wav,buriy_audiobooks,2.0,27.97,male,clean_noises_1_02_1,20fe4fa745e91male.wav,205.12820512820514
146,clean_noises_1_02/214f1da273b61male.wav,buriy_audiobooks,2.0,18.74,male,clean_noises_1_02_1,214f1da273b61male.wav,186.04651162790694
147,clean_noises_1_02/21ea34f30e901male.wav,buriy_audiobooks,2.0,22.77,male,clean_noises_1_02_1,21ea34f30e901male.wav,167.96875
148,clean_noises_1_02/22bde99b370d1male.wav,buriy_audiobooks,2.0,15.92,male,clean_noises_1_02_1,22bde99b370d1male.wav,175.3234012143599
149,clean_noises_1_02/22c79aa7f6e51male.wav,buriy_audiobooks,2.0,18.49,male,clean_noises_1_02_1,22c79aa7f6e51male.wav,190.47619047619045
150,clean_noises_1_02/239d4879315d1female.wav,buriy_audiobooks,2.0,18.87,female,clean_noises_1_02_1,239d4879315d1female.wav,238.80597014925374
151,clean_noises_1_02/23bc2b0afb6d1female.wav,buriy_audiobooks,2.0,17.46,female,clean_noises_1_02_1,23bc2b0afb6d1female.wav,186.04651162790694
152,clean_noises_1_02/23ef839e7ae81male.wav,buriy_audiobooks,2.0,16.76,male,clean_noises_1_02_1,23ef839e7ae81male.wav,164.94845360824743
153,clean_noises_1_02/23fa6440c0811male.wav,buriy_audiobooks,2.0,13.32,male,clean_noises_1_02_1,23fa6440c0811male.wav,150.9433962264151
154,clean_noises_1_02/240992ca80ea1female.wav,buriy_audiobooks,2.0,10.23,male,clean_noises_1_02_1,240992ca80ea1female.wav,190.47619047619045
155,clean_noises_1_02/24105b04837a1male.wav,buriy_audiobooks,2.0,23.3,male,clean_noises_1_02_1,24105b04837a1male.wav,161.6161616161616
156,clean_noises_1_02/241d1a9eaa891female.wav,buriy_audiobooks,2.0,15.28,male,clean_noises_1_02_1,241d1a9eaa891female.wav,192.7710843373494
157,clean_noises_1_02/2455f3c882241male.wav,buriy_audiobooks,2.0,18.56,male,clean_noises_1_02_1,2455f3c882241male.wav,160.0
158,clean_noises_1_02/24882a0238641male.wav,buriy_audiobooks,2.0,27.55,male,clean_noises_1_02_1,24882a0238641male.wav,172.04301075268813
159,clean_noises_1_02/254321c97bd41male.wav,buriy_audiobooks,2.0,13.13,male,clean_noises_1_02_1,254321c97bd41male.wav,231.88405797101453
160,clean_noises_1_02/254796e2c8891male.wav,buriy_audiobooks,2.0,16.77,male,clean_noises_1_02_1,254796e2c8891male.wav,135.59322033898306
161,clean_noises_1_02/25539dcc600e1male.wav,buriy_audiobooks,2.0,20.89,male,clean_noises_1_02_1,25539dcc600e1male.wav,168.42105263157896
162,clean_noises_1_02/25ab42e58f401male.wav,buriy_audiobooks,2.0,17.48,male,clean_noises_1_02_1,25ab42e58f401male.wav,163.41145833333331
163,clean_noises_1_02/25b1b5b244141female.wav,buriy_audiobooks,2.0,21.11,female,clean_noises_1_02_1,25b1b5b244141female.wav,280.7017543859649
164,clean_noises_1_02/25c1acf9fd331male.wav,buriy_audiobooks,2.0,17.94,male,clean_noises_1_02_1,25c1acf9fd331male.wav,172.04301075268813
165,clean_noises_1_02/25ceaeb727f31male.wav,buriy_audiobooks,2.0,14.93,male,clean_noises_1_02_1,25ceaeb727f31male.wav,144.14414414414415
166,clean_noises_1_02/26042655160b1male.wav,buriy_audiobooks,2.0,25.93,male,clean_noises_1_02_1,26042655160b1male.wav,175.8241758241758
167,clean_noises_1_02/260a681b9ef61male.wav,buriy_audiobooks,2.0,20.61,male,clean_noises_1_02_1,260a681b9ef61male.wav,169.921875
168,clean_noises_1_02/262ff3c466241male.wav,buriy_audiobooks,2.0,23.56,male,clean_noises_1_02_1,262ff3c466241male.wav,161.6161616161616
169,clean_noises_1_02/26741f4436451male.wav,buriy_audiobooks,2.0,26.96,male,clean_noises_1_02_1,26741f4436451male.wav,195.12195121951217
170,clean_noises_1_02/26d3b0e3ef6d1male.wav,buriy_audiobooks,2.0,21.38,male,clean_noises_1_02_1,26d3b0e3ef6d1male.wav,200.0
171,clean_noises_1_02/2757ca51f2fb1female.wav,buriy_audiobooks,2.0,17.69,male,clean_noises_1_02_1,2757ca51f2fb1female.wav,219.17808219178082
172,clean_noises_1_02/275dfec02af11male.wav,buriy_audiobooks,2.0,20.46,male,clean_noises_1_02_1,275dfec02af11male.wav,125.0
173,clean_noises_1_02/27934aa252da1male.wav,buriy_audiobooks,2.0,18.71,male,clean_noises_1_02_1,27934aa252da1male.wav,124.03100775193798
174,clean_noises_1_02/27b362c653d51male.wav,buriy_audiobooks,2.0,20.38,male,clean_noises_1_02_1,27b362c653d51male.wav,142.85714285714286
175,clean_noises_1_02/27fb642d48b21female.wav,buriy_audiobooks,2.0,14.93,female,clean_noises_1_02_1,27fb642d48b21female.wav,347.82608695652175
176,clean_noises_1_02/2801ed4176681female.wav,buriy_audiobooks,2.0,20.94,male,clean_noises_1_02_1,2801ed4176681female.wav,242.42424242424244
177,clean_noises_1_02/281f2d57cf9f1male.wav,buriy_audiobooks,2.0,24.48,male,clean_noises_1_02_1,281f2d57cf9f1male.wav,253.968253968254
